#
# https://github.com/ccammack/anki-vim-quickref
#
# Import vim-quickref.csv into Anki with these Import Options:
#
#   Type:                 Basic (and reversed card)
#   Deck:                 vim-quickref
#   Fields separated by:  Tab
#   Allow HTML in fields: [checked]
#
# https://raw.githubusercontent.com/vim/vim/master/runtime/doc/quickref.txt
#
# *quickref.txt*  For Vim version 9.1.  Last change: 2024 Mar 03
#
(Key mapping)<br>:vmap/:vunmap/:vnoremap  	(Key mapping)<br>  like ":map"/":unmap"/":noremap" but for Visual mode only
(Key mapping)<br>:omap/:ounmap/:onoremap  	(Key mapping)<br>  like ":map"/":unmap"/":noremap" but only for when an operator is pending
(Key mapping)<br>:mapc[lear]  	(Key mapping)<br>  remove mappings for Normal and Visual mode
(Key mapping)<br>:mapc[lear]!  	(Key mapping)<br>  remove mappings for Insert and Cmdline mode
(Key mapping)<br>:imapc[lear]  	(Key mapping)<br>  remove mappings for Insert mode
(Key mapping)<br>:vmapc[lear]  	(Key mapping)<br>  remove mappings for Visual mode
(Key mapping)<br>:omapc[lear]  	(Key mapping)<br>  remove mappings for Operator-pending mode
(Key mapping)<br>:nmapc[lear]  	(Key mapping)<br>  remove mappings for Normal mode
(Key mapping)<br>:cmapc[lear]  	(Key mapping)<br>  remove mappings for Cmdline mode
(Key mapping)<br>:mk[exrc][!] [file] write current mappings, abbreviations, and  	(Key mapping)<br>  settings to [file] (default: ".exrc"; use ! to overwrite)
(Key mapping)<br>:mkv[imrc][!] [file]  	(Key mapping)<br>  same as ":mkexrc", but with default ".vimrc"
(Key mapping)<br>:mks[ession][!] [file]  	(Key mapping)<br>  like ":mkvimrc", but store current files, windows, etc. too, to be able to continue this session later
(Abbreviations)<br>:ab[breviate] {lhs} {rhs}  	(Abbreviations)<br>  add abbreviation for {lhs} to {rhs}
(Abbreviations)<br>:ab[breviate] {lhs}  	(Abbreviations)<br>  show abbr's that start with {lhs}
(Abbreviations)<br>:ab[breviate]  	(Abbreviations)<br>  show all abbreviations
(Abbreviations)<br>:una[bbreviate] {lhs}  	(Abbreviations)<br>  remove abbreviation for {lhs}
(Abbreviations)<br>:norea[bbrev] [lhs] [rhs]  	(Abbreviations)<br>  like ":ab", but don't remap [rhs]
(Abbreviations)<br>:iab/:iunab/:inoreab  	(Abbreviations)<br>  like ":ab", but only for Insert mode
(Abbreviations)<br>:cab/:cunab/:cnoreab  	(Abbreviations)<br>  like ":ab", but only for Command-line mode
(Abbreviations)<br>:abc[lear]  	(Abbreviations)<br>  remove all abbreviations
(Abbreviations)<br>:cabc[lear]  	(Abbreviations)<br>  remove all abbr's for Cmdline mode
(Abbreviations)<br>:iabc[lear]  	(Abbreviations)<br>  remove all abbr's for Insert mode
(Options)<br>:se[t]  	(Options)<br>  show all modified options
(Options)<br>:se[t] all  	(Options)<br>  show all non-termcap options
(Options)<br>:se[t] termcap  	(Options)<br>  show all termcap options
(Options)<br>:se[t] {option}  	(Options)<br>  set boolean option (switch it on), show string or number option
(Options)<br>:se[t] no{option}  	(Options)<br>  reset boolean option (switch it off)
(Options)<br>:se[t] inv{option}  	(Options)<br>  invert boolean option
(Options)<br>:se[t] {option}={value}  	(Options)<br>  set string/number option to {value}
(Options)<br>:se[t] {option}+={value} append {value} to string option, add  	(Options)<br>  {value} to number option
(Options)<br>:se[t] {option}-={value} remove {value} to string option,  	(Options)<br>  subtract {value} from number option
(Options)<br>:se[t] {option}?  	(Options)<br>  show value of {option}
(Options)<br>:se[t] {option}&  	(Options)<br>  reset {option} to its default value
(Options)<br>:setl[ocal]  	(Options)<br>  like ":set" but set the local value for options that have one
(Options)<br>:setg[lobal]  	(Options)<br>  like ":set" but set the global value of a local option
(Options)<br>:fix[del]  	(Options)<br>  set value of 't_kD' according to value of 't_kb'
(Options)<br>:opt[ions]  	(Options)<br>  open a new window to view and set options, grouped by functionality, a one line explanation and links to the help
(Undo/Redo commands)<br>N u  	(Undo/Redo commands)<br>  undo last N changes
(Undo/Redo commands)<br>N CTRL-R  	(Undo/Redo commands)<br>  redo last N undone changes
(Undo/Redo commands)<br>U  	(Undo/Redo commands)<br>  restore last changed line
(External commands)<br>:sh[ell]  	(External commands)<br>  start a shell
(External commands)<br>:!{command}  	(External commands)<br>  execute {command} with a shell
(External commands)<br>K  	(External commands)<br>  lookup keyword under the cursor with 'keywordprg' program (default: "man")
(Quickfix commands)<br>:cc [nr]  	(Quickfix commands)<br>  display error [nr] (default is the same again)
(Quickfix commands)<br>:cn  	(Quickfix commands)<br>  display the next error
(Quickfix commands)<br>:cp  	(Quickfix commands)<br>  display the previous error
(Quickfix commands)<br>:cl  	(Quickfix commands)<br>  list all errors
(Quickfix commands)<br>:cf  	(Quickfix commands)<br>  read errors from the file 'errorfile'
(Quickfix commands)<br>:cgetb  	(Quickfix commands)<br>  like :cbuffer but don't jump to the first error
(Quickfix commands)<br>:cg  	(Quickfix commands)<br>  like :cfile but don't jump to the first error
(Quickfix commands)<br>:cgete  	(Quickfix commands)<br>  like :cexpr but don't jump to the first error
(Quickfix commands)<br>:caddf  	(Quickfix commands)<br>  add errors from the error file to the current quickfix list
(Quickfix commands)<br>:cad  	(Quickfix commands)<br>  add errors from an expression to the current quickfix list
(Quickfix commands)<br>:cb  	(Quickfix commands)<br>  read errors from text in a buffer
(Quickfix commands)<br>:cex  	(Quickfix commands)<br>  read errors from an expression
(Quickfix commands)<br>:cq  	(Quickfix commands)<br>  quit without writing and return error code (to the compiler)
(Quickfix commands)<br>:make [args]  	(Quickfix commands)<br>  start make, read errors, and jump to first error
(Quickfix commands)<br>:gr[ep] [args]  	(Quickfix commands)<br>  execute 'grepprg' to find matches and jump to the first one
(Various commands)<br>CTRL-L  	(Various commands)<br>  clear and redraw the screen
(Various commands)<br>CTRL-G  	(Various commands)<br>  show current file name (with path) and cursor position
(Various commands)<br>ga  	(Various commands)<br>  show ascii value of character under cursor in decimal, hex, and octal
(Various commands)<br>g8  	(Various commands)<br>  for utf-8 encoding: show byte sequence for character under cursor in hex
(Various commands)<br>g CTRL-G  	(Various commands)<br>  show cursor column, line, and character position
(Various commands)<br>CTRL-C  	(Various commands)<br>  during searches: Interrupt the search
(Various commands)<br>CTRL-Break  	(Various commands)<br>  MS-Windows: during searches: Interrupt the search
(Various commands)<br>&lt;Del&gt;  	(Various commands)<br>  while entering a count: delete last character
(Various commands)<br>:ve[rsion]  	(Various commands)<br>  show version information
(Various commands)<br>:mode N  	(Various commands)<br>  set screen mode to N (obsolete)
(Various commands)<br>:norm[al][!] {commands}  	(Various commands)<br>  execute Normal mode commands
(Various commands)<br>Q  	(Various commands)<br>  switch to "Ex" mode
(Various commands)<br>:redir &gt;{file}  	(Various commands)<br>  redirect messages to {file}
(Various commands)<br>:silent[!] {command}  	(Various commands)<br>  execute {command} silently
(Various commands)<br>:confirm {command}  	(Various commands)<br>  quit, write, etc., asking about unsaved changes or read-only files
(Various commands)<br>:browse {command}  	(Various commands)<br>  open/read/write file, using a file selection dialog
(Command-line editing)<br>&lt;Esc&gt;  	(Command-line editing)<br>  abandon command-line (if 'wildchar' is &lt;Esc&gt;, type it twice)
(Command-line editing)<br>CTRL-V {char}  	(Command-line editing)<br>  insert {char} literally
(Command-line editing)<br>CTRL-V {number} enter decimal value of character (up to  	(Command-line editing)<br>  three digits)
(Command-line editing)<br>CTRL-K {char1} {char2}  	(Command-line editing)<br>  enter digraph (See |Q_di|)
(Command-line editing)<br>CTRL-R {register}  	(Command-line editing)<br>  insert the contents of a register
(Command-line editing)<br>&lt;Left&gt;/&lt;Right&gt;  	(Command-line editing)<br>  cursor left/right
(Command-line editing)<br>&lt;S-Left&gt;/&lt;S-Right&gt;  	(Command-line editing)<br>  cursor one word left/right
(Command-line editing)<br>CTRL-B/CTRL-E  	(Command-line editing)<br>  cursor to beginning/end of command-line
(Command-line editing)<br>&lt;BS&gt;  	(Command-line editing)<br>  delete the character in front of the cursor
(Command-line editing)<br>&lt;Del&gt;  	(Command-line editing)<br>  delete the character under the cursor
(Command-line editing)<br>CTRL-W  	(Command-line editing)<br>  delete the word in front of the cursor
(Command-line editing)<br>CTRL-U  	(Command-line editing)<br>  remove all characters
(Command-line editing)<br>&lt;Up&gt;/&lt;Down&gt;  	(Command-line editing)<br>  recall older/newer command-line that starts with current command
(Command-line editing)<br>&lt;S-Up&gt;/&lt;S-Down&gt;  	(Command-line editing)<br>  recall older/newer command-line from history
(Command-line editing)<br>CTRL-G  	(Command-line editing)<br>  next match when 'incsearch' is active
(Command-line editing)<br>CTRL-T  	(Command-line editing)<br>  previous match when 'incsearch' is active
(Command-line editing)<br>:his[tory]  	(Command-line editing)<br>  show older command-lines
(Command-line editing)<br>CTRL-D  	(Command-line editing)<br>  list all names that match the pattern in front of the cursor
(Command-line editing)<br>CTRL-A  	(Command-line editing)<br>  insert all names that match pattern in front of cursor
(Command-line editing)<br>CTRL-L  	(Command-line editing)<br>  insert longest common part of names that match pattern
(Command-line editing)<br>CTRL-N  	(Command-line editing)<br>  after 'wildchar' with multiple matches: go to next match
(Command-line editing)<br>CTRL-P  	(Command-line editing)<br>  after 'wildchar' with multiple matches: go to previous match
(Ex ranges)<br>,  	(Ex ranges)<br>  separates two line numbers
(Ex ranges)<br>;  	(Ex ranges)<br>  idem, set cursor to the first line number before interpreting the second one
(Ex ranges)<br>{number}  	(Ex ranges)<br>  an absolute line number
(Ex ranges)<br>.  	(Ex ranges)<br>  the current line
(Ex ranges)<br>$  	(Ex ranges)<br>  the last line in the file
(Ex ranges)<br>%  	(Ex ranges)<br>  equal to 1,$ (the entire file)
(Ex ranges)<br>*  	(Ex ranges)<br>  equal to '&lt;,'&gt; (visual area)
(Ex ranges)<br>'t  	(Ex ranges)<br>  position of mark t
(Ex ranges)<br>/{pattern}[/]  	(Ex ranges)<br>  the next line where {pattern} matches
(Ex ranges)<br>?{pattern}[?]  	(Ex ranges)<br>  the previous line where {pattern} matches
(Ex ranges)<br>+[num]  	(Ex ranges)<br>  add [num] to the preceding line number (default: 1)
(Ex ranges)<br>-[num]  	(Ex ranges)<br>  subtract [num] from the preceding line number (default: 1)
(Starting Vim)<br>vim [options]  	(Starting Vim)<br>  start editing with an empty buffer
(Starting Vim)<br>vim [options] {file} ..  	(Starting Vim)<br>  start editing one or more files
(Starting Vim)<br>vim [options] -  	(Starting Vim)<br>  read file from stdin
(Starting Vim)<br>vim [options] -t {tag}  	(Starting Vim)<br>  edit the file associated with {tag}
(Starting Vim)<br>vim [options] -q [fname]  	(Starting Vim)<br>  start editing in QuickFix mode, display the first error
(Editing a file)<br>:e[dit][!] {file}  	(Editing a file)<br>  edit {file}
(Editing a file)<br>:e[dit][!]  	(Editing a file)<br>  reload the current file
(Editing a file)<br>:ene[w][!]  	(Editing a file)<br>  edit a new, unnamed buffer
(Editing a file)<br>:fin[d][!] {file}  	(Editing a file)<br>  find {file} in 'path' and edit it
(Editing a file)<br>N CTRL-^  	(Editing a file)<br>  edit alternate file N (equivalent to ":e #N")
(Editing a file)<br>gf or ]f  	(Editing a file)<br>  edit the file whose name is under the cursor
(Editing a file)<br>:pwd  	(Editing a file)<br>  print the current directory name
(Editing a file)<br>:cd [path]  	(Editing a file)<br>  change the current directory to [path]
(Editing a file)<br>:cd -  	(Editing a file)<br>  back to previous current directory
(Editing a file)<br>:f[ile]  	(Editing a file)<br>  print the current file name and the cursor position
(Editing a file)<br>:f[ile] {name}  	(Editing a file)<br>  set the current file name to {name}
(Editing a file)<br>:files  	(Editing a file)<br>  show alternate file names
(Using the argument list |argument-list|)<br>:ar[gs]  	(Using the argument list |argument-list|)<br>  print the argument list, with the current file in "[]"
(Using the argument list |argument-list|)<br>:all or :sall  	(Using the argument list |argument-list|)<br>  open a window for every file in the arg list
(Using the argument list |argument-list|)<br>:wn[ext][!]  	(Using the argument list |argument-list|)<br>  write file and edit next file
(Using the argument list |argument-list|)<br>:wn[ext][!] {file}  	(Using the argument list |argument-list|)<br>  write to {file} and edit next file, unless {file} exists; With !, overwrite existing file
(Using the argument list |argument-list|)<br>:wN[ext][!] [file]  	(Using the argument list |argument-list|)<br>  write file and edit previous file
(Writing and quitting)<br>:[range]w[rite][!]  	(Writing and quitting)<br>  write to the current file
(Writing and quitting)<br>:[range]w[rite] {file}  	(Writing and quitting)<br>  write to {file}, unless it already exists
(Writing and quitting)<br>:[range]w[rite]! {file}  	(Writing and quitting)<br>  write to {file}. Overwrite an existing file
(Writing and quitting)<br>:[range]w[rite][!] &gt;&gt;  	(Writing and quitting)<br>  append to the current file
(Writing and quitting)<br>:[range]w[rite][!] &gt;&gt; {file}  	(Writing and quitting)<br>  append to {file}
(Writing and quitting)<br>:[range]w[rite] !{cmd}  	(Writing and quitting)<br>  execute {cmd} with [range] lines as standard input
(Writing and quitting)<br>:[range]up[date][!]  	(Writing and quitting)<br>  write to current file if modified
(Writing and quitting)<br>:wa[ll][!]  	(Writing and quitting)<br>  write all changed buffers
(Writing and quitting)<br>:q[uit]  	(Writing and quitting)<br>  quit current buffer, unless changes have been made; Exit Vim when there are no other non-help buffers
(Writing and quitting)<br>:q[uit]!  	(Writing and quitting)<br>  quit current buffer always, discard any changes. Exit Vim when there are no other non-help buffers
(Writing and quitting)<br>:qa[ll]  	(Writing and quitting)<br>  exit Vim, unless changes have been made
(Writing and quitting)<br>:qa[ll]!  	(Writing and quitting)<br>  exit Vim always, discard any changes
(Writing and quitting)<br>:cq  	(Writing and quitting)<br>  quit without writing and return error code
(Writing and quitting)<br>:wq[!]  	(Writing and quitting)<br>  write the current file and exit
(Writing and quitting)<br>:wq[!] {file}  	(Writing and quitting)<br>  write to {file} and exit
(Writing and quitting)<br>:x[it][!] [file]  	(Writing and quitting)<br>  like ":wq" but write only when changes have been made
(Writing and quitting)<br>ZZ  	(Writing and quitting)<br>  same as ":x"
(Writing and quitting)<br>ZQ  	(Writing and quitting)<br>  same as ":q!"
(Writing and quitting)<br>:xa[ll][!] or :wqall[!]  	(Writing and quitting)<br>  write all changed buffers and exit
(Writing and quitting)<br>:st[op][!]  	(Writing and quitting)<br>  suspend Vim or start new shell; if 'aw' option is set and [!] not given write the buffer
(Writing and quitting)<br>CTRL-Z  	(Writing and quitting)<br>  same as ":stop"
(Multi-window commands)<br>CTRL-W s or :split  	(Multi-window commands)<br>  split window into two parts
(Multi-window commands)<br>:split {file}  	(Multi-window commands)<br>  split window and edit {file} in one of them
(Multi-window commands)<br>:vsplit {file}  	(Multi-window commands)<br>  same, but split vertically
(Multi-window commands)<br>:vertical {cmd}  	(Multi-window commands)<br>  make {cmd} split vertically
(Multi-window commands)<br>:sf[ind] {file}  	(Multi-window commands)<br>  split window, find {file} in 'path' and edit it
(Multi-window commands)<br>:terminal {cmd}  	(Multi-window commands)<br>  open a terminal window
(Multi-window commands)<br>CTRL-W ]  	(Multi-window commands)<br>  split window and jump to tag under cursor
(Multi-window commands)<br>CTRL-W f  	(Multi-window commands)<br>  split window and edit file name under the cursor
(Multi-window commands)<br>CTRL-W ^  	(Multi-window commands)<br>  split window and edit alternate file
(Multi-window commands)<br>CTRL-W n or :new  	(Multi-window commands)<br>  create new empty window
(Multi-window commands)<br>CTRL-W q or :q[uit]  	(Multi-window commands)<br>  quit editing and close window
(Multi-window commands)<br>CTRL-W c or :clo[se]  	(Multi-window commands)<br>  make buffer hidden and close window
(Multi-window commands)<br>CTRL-W o or :on[ly]  	(Multi-window commands)<br>  make current window only one on the screen
(Multi-window commands)<br>CTRL-W j  	(Multi-window commands)<br>  move cursor to window below
(Multi-window commands)<br>CTRL-W k  	(Multi-window commands)<br>  move cursor to window above
(Multi-window commands)<br>CTRL-W CTRL-W  	(Multi-window commands)<br>  move cursor to window below (wrap)
(Multi-window commands)<br>CTRL-W W  	(Multi-window commands)<br>  move cursor to window above (wrap)
(Multi-window commands)<br>CTRL-W t  	(Multi-window commands)<br>  move cursor to top window
(Multi-window commands)<br>CTRL-W b  	(Multi-window commands)<br>  move cursor to bottom window
(Multi-window commands)<br>CTRL-W p  	(Multi-window commands)<br>  move cursor to previous active window
(Multi-window commands)<br>CTRL-W r  	(Multi-window commands)<br>  rotate windows downwards
(Multi-window commands)<br>CTRL-W R  	(Multi-window commands)<br>  rotate windows upwards
(Multi-window commands)<br>CTRL-W x  	(Multi-window commands)<br>  exchange current window with next one
(Multi-window commands)<br>CTRL-W =  	(Multi-window commands)<br>  make all windows equal height & width
(Multi-window commands)<br>CTRL-W -  	(Multi-window commands)<br>  decrease current window height
(Multi-window commands)<br>CTRL-W +  	(Multi-window commands)<br>  increase current window height
(Multi-window commands)<br>CTRL-W _  	(Multi-window commands)<br>  set current window height (default: very high)
(Multi-window commands)<br>CTRL-W &lt;  	(Multi-window commands)<br>  decrease current window width
(Multi-window commands)<br>CTRL-W &gt;  	(Multi-window commands)<br>  increase current window width
(Multi-window commands)<br>CTRL-W |  	(Multi-window commands)<br>  set current window width (default: widest possible)
(Buffer list commands)<br>:buffers or :files  	(Buffer list commands)<br>  list all known buffer and file names
(Buffer list commands)<br>:ball  	(Buffer list commands)<br>  or :sball edit all args/buffers
(Buffer list commands)<br>:unhide or :sunhide  	(Buffer list commands)<br>  edit all loaded buffers
(Buffer list commands)<br>:badd {fname}  	(Buffer list commands)<br>  add file name {fname} to the list
(Buffer list commands)<br>:bunload[!] [N]  	(Buffer list commands)<br>  unload buffer [N] from memory
(Buffer list commands)<br>:bdelete[!] [N]  	(Buffer list commands)<br>  unload buffer [N] and delete it from the buffer list
(Syntax Highlighting)<br>:syntax on  	(Syntax Highlighting)<br>  start using syntax highlighting
(Syntax Highlighting)<br>:syntax off  	(Syntax Highlighting)<br>  stop using syntax highlighting
(Syntax Highlighting)<br>:syntax keyword {group-name} {keyword} ..  	(Syntax Highlighting)<br>  add a syntax keyword item
(Syntax Highlighting)<br>:syntax match {group-name} {pattern} ...  	(Syntax Highlighting)<br>  add syntax match item
(Syntax Highlighting)<br>:syntax region {group-name} {pattern} ...  	(Syntax Highlighting)<br>  add syntax region item
(Syntax Highlighting)<br>:syntax sync [ccomment | lines {N} | ...]  	(Syntax Highlighting)<br>  tell syntax how to sync
(Syntax Highlighting)<br>:syntax [list]  	(Syntax Highlighting)<br>  list current syntax items
(Syntax Highlighting)<br>:syntax clear  	(Syntax Highlighting)<br>  clear all syntax info
(Syntax Highlighting)<br>:highlight clear  	(Syntax Highlighting)<br>  clear all highlight info
(Syntax Highlighting)<br>:highlight {group-name} {key}={arg} ..  	(Syntax Highlighting)<br>  set highlighting for {group-name}
(Syntax Highlighting)<br>:filetype on  	(Syntax Highlighting)<br>  switch on file type detection, without syntax highlighting
(Syntax Highlighting)<br>:filetype plugin indent on  	(Syntax Highlighting)<br>  switch on file type detection, with automatic indenting and settings
(GUI commands)<br>:gui  	(GUI commands)<br>  UNIX: start the GUI
(GUI commands)<br>:gui {fname} ..  	(GUI commands)<br>  idem, and edit {fname} ..
(GUI commands)<br>:menu  	(GUI commands)<br>  list all menus
(GUI commands)<br>:menu {mpath}  	(GUI commands)<br>  list menus starting with {mpath}
(GUI commands)<br>:menu {mpath} {rhs}  	(GUI commands)<br>  add menu {mpath}, giving {rhs}
(GUI commands)<br>:menu {pri} {mpath} {rhs}  	(GUI commands)<br>  idem, with priorities {pri}
(GUI commands)<br>:menu ToolBar.{name} {rhs}  	(GUI commands)<br>  add toolbar item, giving {rhs}
(GUI commands)<br>:tmenu {mpath} {text}  	(GUI commands)<br>  add tooltip to menu {mpath}
(GUI commands)<br>:unmenu {mpath}  	(GUI commands)<br>  remove menu {mpath}
(Folding)<br>zf{motion}  	(Folding)<br>  operator: Define a fold manually
(Folding)<br>:{range}fold  	(Folding)<br>  define a fold for {range} lines
(Folding)<br>zd  	(Folding)<br>  delete one fold under the cursor
(Folding)<br>zD  	(Folding)<br>  delete all folds under the cursor
(Folding)<br>zo  	(Folding)<br>  open one fold under the cursor
(Folding)<br>zO  	(Folding)<br>  open all folds under the cursor
(Folding)<br>zc  	(Folding)<br>  close one fold under the cursor
(Folding)<br>zC  	(Folding)<br>  close all folds under the cursor
(Folding)<br>zm  	(Folding)<br>  fold more: decrease 'foldlevel'
(Folding)<br>zM  	(Folding)<br>  close all folds: make 'foldlevel' zero
(Folding)<br>zr  	(Folding)<br>  reduce folding: increase 'foldlevel'
(Folding)<br>zR  	(Folding)<br>  open all folds: make 'foldlevel' max.
(Folding)<br>zn  	(Folding)<br>  fold none: reset 'foldenable'
(Folding)<br>zN  	(Folding)<br>  fold normal set 'foldenable'
(Folding)<br>zi  	(Folding)<br>  invert 'foldenable'
